.id,mtry,num.trees,train_err,test_err
2,16,644.4444444444445,152.13673429289756,1720.3350125378645
2,16,1000,152.93872505384613,1727.204917062522
2,16,466.66666666666663,152.81790762211998,1728.5826636129368
2,16,377.77777777777777,150.21155578606317,1738.1005675883086
2,16,200,161.74879273911236,1741.8309437069722
2,16,733.3333333333333,151.75908389847677,1753.9632789668851
2,19,377.77777777777777,145.32784225813887,1754.9009919810564
5,28,555.5555555555555,183.68429807729706,1757.6131470774346
2,19,288.8888888888889,152.3308286632226,1757.7080988098144
5,28,822.2222222222222,167.48776491695904,1758.0781372199997
5,22,1000,169.86176225563864,1758.6252569513674
5,28,288.8888888888889,168.55534951219022,1759.5466427279478
5,28,733.3333333333333,164.8663890874699,1760.405235932103
5,28,911.1111111111111,174.00173395850777,1760.5509238948675
2,16,288.8888888888889,145.25731132376322,1761.2332835828454
2,19,1000,150.08694152731564,1762.1627071209998
5,28,377.77777777777777,165.91965026445286,1765.5574129674824
5,16,644.4444444444445,167.60282416462783,1769.9400027106187
5,22,911.1111111111111,157.59460235821874,1770.6444442885345
5,25,377.77777777777777,168.2803675957554,1772.1155458330836
2,19,911.1111111111111,149.4708324760198,1772.2149286404479
2,19,555.5555555555555,146.34364605931495,1772.9127397075495
5,25,911.1111111111111,171.06754912888462,1777.2007496052397
2,19,822.2222222222222,150.47786805121865,1778.5295762022256
5,25,644.4444444444445,159.75960205053863,1783.9017016984315
5,19,911.1111111111111,161.70074811053968,1786.6612489511083
5,25,555.5555555555555,166.73267432200845,1786.8631863270734
2,22,200,152.64311081140642,1786.9318018930742
2,19,644.4444444444445,153.37783971006795,1787.0860982802453
5,28,466.66666666666663,163.3774710956103,1790.4119277891443
2,19,733.3333333333333,147.12216074676488,1790.7735728270684
5,25,822.2222222222222,169.11764302122225,1793.5504512675889
5,25,733.3333333333333,166.9219441605989,1794.098565368984
5,25,1000,169.96059385108836,1794.3465406917123
5,25,288.8888888888889,156.34266594397778,1796.4599243062514
5,16,377.77777777777777,165.06346262463435,1797.3678618866825
2,22,911.1111111111111,149.08646700534342,1800.2025155408635
5,28,644.4444444444445,168.54589826771556,1800.7322300984918
5,10,200,162.54490432451232,1801.647068546016
5,22,377.77777777777777,170.91859062440307,1802.7233614390402
5,7,288.8888888888889,164.44450727377173,1802.8384751263509
5,16,911.1111111111111,165.50301417453505,1806.248063242878
2,19,200,139.28503039357136,1807.6448598752136
5,22,733.3333333333333,153.50874469075532,1808.6582151410469
5,28,1000,166.001842469804,1809.8129419079155
5,22,644.4444444444445,165.68821500301547,1811.720641500463
2,19,466.66666666666663,141.60314316465792,1812.3863104244915
5,22,822.2222222222222,161.75213065999316,1814.9661618759294
2,22,466.66666666666663,148.65306432079038,1815.9323079379235
5,16,1000,155.00319231678256,1816.1249178322541
5,19,1000,162.0595824278424,1817.535120115629
5,22,555.5555555555555,160.71299508301757,1817.7292762815182
2,22,733.3333333333333,148.1751416511046,1820.497529219826
5,13,555.5555555555555,153.86396887892064,1821.3727022095763
5,25,200,168.3108345239617,1825.2141827815115
5,19,733.3333333333333,160.30108441378334,1827.0044896661916
5,19,555.5555555555555,160.00708258646884,1827.5378995200222
2,22,644.4444444444445,153.90214265118107,1828.801434856628
5,25,466.66666666666663,156.53095694711905,1829.00901921534
5,22,466.66666666666663,161.8042818609123,1830.0144347259359
2,25,200,149.5693629519113,1830.0952767005037
5,13,377.77777777777777,155.59258166532084,1832.2869419332872
2,22,1000,146.93152716125172,1833.1793485880712
5,19,822.2222222222222,150.27945376964703,1833.7333856195157
5,13,822.2222222222222,166.30698053935305,1834.2442817929455
2,22,288.8888888888889,150.7089118280576,1835.1094106657029
5,22,200,170.27891559113556,1842.5931696560729
2,22,377.77777777777777,149.15102056406934,1843.4472631454043
2,22,555.5555555555555,148.5563002667012,1845.1253688965958
2,25,1000,148.0765803652812,1846.5474107991372
5,16,555.5555555555555,158.68355866847202,1846.594666261315
2,25,822.2222222222222,147.6928374459009,1846.7356849865764
5,10,555.5555555555555,159.2041999115962,1851.1199762398805
2,25,466.66666666666663,145.5004624276427,1852.0984503946474
5,28,200,175.22025212384847,1852.3688425430482
2,22,822.2222222222222,146.74312821715853,1852.616896205253
5,16,288.8888888888889,153.55277739325112,1855.8100706068697
2,25,555.5555555555555,151.84325287921064,1856.0703133161644
5,13,288.8888888888889,155.1271602889121,1858.044636203294
2,28,377.77777777777777,146.0758501327155,1860.6631156922174
5,4,911.1111111111111,168.01533088600274,1862.3838299000477
5,4,644.4444444444445,178.42318156018888,1863.3672260732615
5,19,377.77777777777777,152.52650174960843,1864.758600215891
5,10,733.3333333333333,165.44772716879214,1869.7194929513455
5,7,200,159.40644211240368,1870.5222216740774
5,4,555.5555555555555,174.15244763785972,1871.347844591017
2,25,644.4444444444445,147.41659424710448,1872.3357785905168
5,10,644.4444444444445,157.30769130784805,1876.206231313902
5,13,1000,159.31811625652108,1876.3742873415185
5,4,288.8888888888889,183.48771018532125,1876.6610956498046
5,19,288.8888888888889,165.30434995508935,1877.1038545670858
5,22,288.8888888888889,163.49508254944507,1877.8269550310738
5,16,733.3333333333333,160.12163229436916,1878.0709448980892
2,25,911.1111111111111,150.33465552356373,1879.328766536803
5,16,822.2222222222222,154.6394113066072,1881.8995527963218
5,7,466.66666666666663,162.06329425570294,1882.3397055096818
5,13,911.1111111111111,163.12040294061984,1882.6620086443422
5,4,200,174.07757505447807,1883.5314370839892
5,19,644.4444444444445,156.9164577972804,1883.561194146065
5,13,644.4444444444445,163.5557054224462,1884.579070636129
2,25,288.8888888888889,155.44198395465864,1884.7093348265635
5,7,644.4444444444445,157.52801668374295,1887.854046657955
5,16,200,162.9249965456598,1887.8775073700629
5,10,466.66666666666663,157.92070298087228,1888.9280359333213
2,25,377.77777777777777,144.43224171205435,1889.0017015047445
5,4,822.2222222222222,168.36178387480703,1889.1340769260908
5,19,466.66666666666663,154.5776959636497,1889.5591142251133
5,16,466.66666666666663,144.6954864265305,1891.1799039919495
5,7,555.5555555555555,168.8305638175922,1893.0580473701411
5,7,911.1111111111111,156.23147828803516,1893.4971538560835
2,28,466.66666666666663,153.72021802256802,1894.3119710027756
2,25,733.3333333333333,151.19221842697303,1895.5080805250127
5,10,1000,155.10794411514536,1897.2049832404527
2,28,911.1111111111111,148.62561768273355,1903.1374077354064
5,10,911.1111111111111,156.78913862472194,1903.717853077072
5,13,733.3333333333333,152.86550581650715,1905.6199781558305
5,4,466.66666666666663,166.47573810424896,1905.7259551720167
5,7,1000,154.61860537960956,1906.0724593673035
2,28,733.3333333333333,145.7299817489633,1908.6137142968998
5,7,822.2222222222222,156.56934439732348,1910.4000625096285
2,28,555.5555555555555,147.89790040166312,1910.715893236878
5,7,377.77777777777777,159.37463932801916,1911.9307705204687
5,13,466.66666666666663,149.7020262407424,1912.2712895092518
5,7,733.3333333333333,159.51355897640838,1913.479842111399
5,10,822.2222222222222,147.8703463500867,1913.9007367693623
5,13,200,158.09823920130037,1917.0194466244031
5,4,1000,165.21392950526862,1921.6006494969204
2,28,644.4444444444445,148.8325102011209,1923.808677979199
5,1,200,245.94763602309493,1925.4391078552917
5,1,555.5555555555555,243.53422934700984,1926.2218334871304
2,28,200,148.2997932612935,1926.570635997035
2,28,288.8888888888889,148.01136403876734,1928.5199970793847
5,10,288.8888888888889,156.4923631554919,1929.3610930079533
2,28,1000,145.98139249266035,1931.0995678610443
5,1,733.3333333333333,241.42721828763825,1931.7295741579258
5,4,377.77777777777777,169.28612525727036,1939.4788049697704
5,1,644.4444444444445,255.1311783826485,1945.6098845433096
5,10,377.77777777777777,158.0443215521566,1946.5842306080986
5,1,288.8888888888889,249.89701236720404,1950.3194814638123
5,4,733.3333333333333,164.32049137960888,1951.3151894705927
5,19,200,150.16278953147258,1952.4248841807241
5,1,1000,236.27499343518656,1954.09368422173
5,1,377.77777777777777,241.98378150732012,1968.4988573874768
2,28,822.2222222222222,146.7624537298589,1971.5683742986505
5,1,911.1111111111111,239.65890772965105,1977.7705465659164
5,1,822.2222222222222,245.30500240237618,1978.4269757255395
5,1,466.66666666666663,243.29278211978317,2015.8782749964369
