state,date,weekday,total_deaths,change,lag1_change,lag2_change,lag3_change,lag4_change,lag5_change,lag6_change,lag7_change,lag8_change,lag9_change,lag10_change,lag11_change,lag12_change,lag13_change,lag14_change,retail_rec,grocery_pharm,parks,transit,workplace,residential,driving,rollmean_retail_rec,rollmean_grocery_pharm,rollmean_parks,rollmean_transit,rollmean_workplace,rollmean_residential,rollmean_driving,retail_rec_lag14,grocery_pharm_lag14,parks_lag14,transit_lag14,workplace_lag14,residential_lag14,driving_lag14,retail_rec_lag21,grocery_pharm_lag21,parks_lag21,transit_lag21,workplace_lag21,residential_lag21,driving_lag21,first_death,day_no
Alabama,2020-01-22,Wednesday,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.33,NaN,NaN,NaN,NaN,NaN,NaN,113.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-63
Alabama,2020-01-23,Thursday,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.53,NaN,NaN,NaN,NaN,NaN,NaN,107.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-62
Alabama,2020-01-24,Friday,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.69,NaN,NaN,NaN,NaN,NaN,NaN,105.82333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-61
Alabama,2020-01-25,Saturday,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.09,NaN,NaN,NaN,NaN,NaN,NaN,105.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-60
Alabama,2020-01-26,Sunday,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.45,NaN,NaN,NaN,NaN,NaN,NaN,104.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-59
Alabama,2020-01-27,Monday,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.85,NaN,NaN,NaN,NaN,NaN,NaN,105.42142857142856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-58
Alabama,2020-01-28,Tuesday,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.6,NaN,NaN,NaN,NaN,NaN,NaN,105.95571428571428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-57
Alabama,2020-01-29,Wednesday,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.95,NaN,NaN,NaN,NaN,NaN,NaN,106.19714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-56
Alabama,2020-01-30,Thursday,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.32,NaN,NaN,NaN,NaN,NaN,NaN,106.95857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-55
Alabama,2020-01-31,Friday,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.43,NaN,NaN,NaN,NaN,NaN,NaN,107.24285714285715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-54
Alabama,2020-02-01,Saturday,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.78,NaN,NaN,NaN,NaN,NaN,NaN,107.22857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-53
Alabama,2020-02-02,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.78,NaN,NaN,NaN,NaN,NaN,NaN,107.12428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-52
Alabama,2020-02-03,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.84,NaN,NaN,NaN,NaN,NaN,NaN,106.58571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-51
Alabama,2020-02-04,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,101.5,NaN,NaN,NaN,NaN,NaN,NaN,106.36428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-50
Alabama,2020-02-05,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,97.22,NaN,NaN,NaN,NaN,NaN,NaN,105.98714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-49
Alabama,2020-02-06,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,105.55,NaN,NaN,NaN,NaN,NaN,NaN,106.51857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-48
Alabama,2020-02-07,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,127.88,NaN,NaN,NaN,NaN,NaN,NaN,106.50714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-47
Alabama,2020-02-08,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,121.14,NaN,NaN,NaN,NaN,NaN,NaN,107.18571428571428,NaN,NaN,NaN,NaN,NaN,NaN,113.41,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-46
Alabama,2020-02-09,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,91.5,NaN,NaN,NaN,NaN,NaN,NaN,108.52428571428571,NaN,NaN,NaN,NaN,NaN,NaN,107.218,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-45
Alabama,2020-02-10,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,100.76,NaN,NaN,NaN,NaN,NaN,NaN,110.97,NaN,NaN,NaN,NaN,NaN,NaN,105.82333333333334,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-44
Alabama,2020-02-11,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,106.25,NaN,NaN,NaN,NaN,NaN,NaN,114.50428571428571,NaN,NaN,NaN,NaN,NaN,NaN,105.22,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-43
Alabama,2020-02-12,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,106.59,5,2,39,7,2,-1,116.72571428571429,NaN,NaN,NaN,NaN,NaN,NaN,104.88,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-42
Alabama,2020-02-13,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,122.67,2.5,0,16,5,0.5,0,117.60571428571428,NaN,NaN,NaN,NaN,NaN,NaN,105.42142857142856,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-41
Alabama,2020-02-14,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,152.62,2.6666666666666665,0,16.333333333333332,5.666666666666667,-5.333333333333333,1.3333333333333333,119.40571428571428,NaN,NaN,NaN,NaN,NaN,NaN,105.95571428571428,NA,NA,NA,NA,NA,NA,NA,2020-03-25,-40
Alabama,2020-02-15,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,39,7,2,-1,136.69,1,-0.75,9.5,4,-3.75,1.5,119.74285714285715,NaN,NaN,NaN,NaN,NaN,NaN,106.19714285714285,NaN,NaN,NaN,NaN,NaN,NaN,113.41,2020-03-25,-39
Alabama,2020-02-16,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-7,3,-1,1,97.66,1.6,-0.4,8.8,4,-2.8,1.2,120.57428571428571,NaN,NaN,NaN,NaN,NaN,NaN,106.95857142857143,NaN,NaN,NaN,NaN,NaN,NaN,107.218,2020-03-25,-38
Alabama,2020-02-17,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,7,-17,4,113.36,0.16666666666666666,-1.3333333333333333,3.1666666666666665,3.1666666666666665,-2.3333333333333335,1.5,119.69714285714285,NaN,NaN,NaN,NaN,NaN,NaN,107.24285714285715,NaN,NaN,NaN,NaN,NaN,NaN,105.82333333333334,2020-03-25,-37
Alabama,2020-02-18,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3,-11,-1,1,2,108.61,0.5714285714285714,-1.1428571428571428,4.428571428571429,4,-1.8571428571428572,1.2857142857142858,119.16571428571429,NaN,NaN,NaN,NaN,NaN,NaN,107.22857142857143,NaN,NaN,NaN,NaN,NaN,NaN,105.22,2020-03-25,-36
Alabama,2020-02-19,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,4,1,0,112.41,0.5714285714285714,-0.8571428571428571,5.428571428571429,4.857142857142857,-1.2857142857142858,1.2857142857142858,119.89428571428572,NaN,NaN,NaN,NaN,NaN,NaN,107.12428571428572,NaN,NaN,NaN,NaN,NaN,NaN,104.88,2020-03-25,-35
Alabama,2020-02-20,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-6,-25,-1,0,3,116.53,1,-0.2857142857142857,9.857142857142858,6.714285714285714,-0.8571428571428571,1.1428571428571428,120.33857142857143,NaN,NaN,NaN,NaN,NaN,NaN,106.58571428571429,NaN,NaN,NaN,NaN,NaN,NaN,105.42142857142856,2020-03-25,-34
Alabama,2020-02-21,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,9,1,0,148.9,0.2857142857142857,-0.7142857142857143,5.571428571428571,6,1.2857142857142858,0.8571428571428571,119.82571428571428,NaN,NaN,NaN,NaN,NaN,NaN,106.36428571428571,NaN,NaN,NaN,NaN,NaN,NaN,105.95571428571428,2020-03-25,-33
Alabama,2020-02-22,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,46,13,6,-1,141.79,1.8571428571428572,0.14285714285714285,11,7.142857142857143,1,0.5714285714285714,120.83,NaN,NaN,NaN,NaN,NaN,NaN,105.98714285714286,NaN,NaN,NaN,NaN,NaN,NaN,106.19714285714285,2020-03-25,-32
Alabama,2020-02-23,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,24,16,2,0,100.77,3.5714285714285716,0.7142857142857143,11.142857142857142,8.142857142857142,0.8571428571428571,0.42857142857142855,121.36,NaN,NaN,NaN,NaN,NaN,NaN,106.51857142857143,NaN,NaN,NaN,NaN,NaN,NaN,106.95857142857143,2020-03-25,-31
Alabama,2020-02-24,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-13,2,-2,2,109.77,6.285714285714286,2.4285714285714284,16.714285714285715,9.571428571428571,1.1428571428571428,-0.14285714285714285,122.66857142857143,NaN,NaN,NaN,NaN,NaN,NaN,106.50714285714285,NaN,NaN,NaN,NaN,NaN,NaN,107.24285714285715,2020-03-25,-30
Alabama,2020-02-25,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,27,7,-1,0,115.64,7.571428571428571,3.2857142857142856,17.857142857142858,9.714285714285714,1.1428571428571428,-0.2857142857142857,123.23142857142857,NaN,NaN,NaN,NaN,NaN,NaN,107.18571428571428,NaN,NaN,NaN,NaN,NaN,NaN,107.22857142857143,2020-03-25,-29
Alabama,2020-02-26,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,7,11,0,-1,116.12,9,4.142857142857143,19.142857142857142,10.714285714285714,1,-0.5714285714285714,124.31571428571428,NaN,NaN,NaN,NaN,NaN,NaN,108.52428571428571,NaN,NaN,NaN,NaN,NaN,NaN,107.12428571428572,2020-03-25,-28
Alabama,2020-02-27,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,14,9,2,-1,125.69,10.857142857142858,5.285714285714286,23.285714285714285,11.428571428571429,1.2857142857142858,-0.8571428571428571,124.85285714285715,NaN,NaN,NaN,NaN,NaN,NaN,110.97,NaN,NaN,NaN,NaN,NaN,NaN,106.58571428571429,2020-03-25,-27
Alabama,2020-02-28,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,20,10,1,-1,152.84,12.285714285714286,6.285714285714286,24.857142857142858,11.857142857142858,1.8571428571428572,-1.1428571428571428,124.99,NaN,NaN,NaN,NaN,NaN,NaN,114.50428571428571,NaN,NaN,NaN,NaN,NaN,NaN,106.36428571428571,2020-03-25,-26
Alabama,2020-02-29,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,55,20,5,-3,149.38,14.142857142857142,8,25.714285714285715,11.571428571428571,2.2857142857142856,-1.2857142857142858,124.95285714285714,5,2,39,7,2,-1,116.72571428571429,NaN,NaN,NaN,NaN,NaN,NaN,105.98714285714286,2020-03-25,-25
Alabama,2020-03-01,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,53,21,4,-2,104.53,12.857142857142858,7.285714285714286,23.571428571428573,10.285714285714286,2.2857142857142856,-1,124.20714285714286,2.5,0,16,5,0.5,0,117.60571428571428,NaN,NaN,NaN,NaN,NaN,NaN,106.51857142857143,2020-03-25,-24
Alabama,2020-03-02,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,-2,5,2,0,110.73,12.142857142857142,7.285714285714286,21.571428571428573,9.571428571428571,2.2857142857142856,-0.7142857142857143,123.97857142857143,2.6666666666666665,0,16.333333333333332,5.666666666666667,-5.333333333333333,1.3333333333333333,119.40571428571428,NaN,NaN,NaN,NaN,NaN,NaN,106.50714285714285,2020-03-25,-23
Alabama,2020-03-03,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,33,5,2,-1,115.38,11.714285714285714,7,22.857142857142858,9.571428571428571,2.4285714285714284,-0.7142857142857143,124.69,1,-0.75,9.5,4,-3.75,1.5,119.74285714285715,NaN,NaN,NaN,NaN,NaN,NaN,107.18571428571428,2020-03-25,-22
Alabama,2020-03-04,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-8,2,0,1,110.9,11.285714285714286,6.714285714285714,24,9.285714285714286,2.7142857142857144,-0.5714285714285714,126.02571428571429,1.6,-0.4,8.8,4,-2.8,1.2,120.57428571428571,NaN,NaN,NaN,NaN,NaN,NaN,108.52428571428571,2020-03-25,-21
Alabama,2020-03-05,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,2,1,124.09,10.714285714285714,6.428571428571429,24.285714285714285,9.142857142857142,2.5714285714285716,-0.42857142857142855,126.78571428571428,0.16666666666666666,-1.3333333333333333,3.1666666666666665,3.1666666666666665,-2.3333333333333335,1.5,119.69714285714285,NaN,NaN,NaN,NaN,NaN,NaN,110.97,2020-03-25,-20
Alabama,2020-03-06,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,29,10,2,-1,157.82,11,7,31,9.714285714285714,2.5714285714285716,-0.5714285714285714,128.03571428571428,0.5714285714285714,-1.1428571428571428,4.428571428571429,4,-1.8571428571428572,1.2857142857142858,119.16571428571429,NaN,NaN,NaN,NaN,NaN,NaN,114.50428571428571,2020-03-25,-19
Alabama,2020-03-07,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,63,18,7,-2,158.73,9.428571428571429,6,29.285714285714285,9.571428571428571,2.4285714285714284,-0.42857142857142855,128.5857142857143,0.5714285714285714,-0.8571428571428571,5.428571428571429,4.857142857142857,-1.2857142857142858,1.2857142857142858,119.89428571428572,5,2,39,7,2,-1,116.72571428571429,2020-03-25,-18
Alabama,2020-03-08,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,55,20,3,-1,109.85,9.857142857142858,7.142857142857143,34.285714285714285,10.285714285714286,2.5714285714285716,-0.7142857142857143,129.86142857142858,1,-0.2857142857142857,9.857142857142858,6.714285714285714,-0.8571428571428571,1.1428571428571428,120.33857142857143,2.5,0,16,5,0.5,0,117.60571428571428,2020-03-25,-17
Alabama,2020-03-09,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,45,9,2,-1,119.48,10.285714285714286,9.428571428571429,40.42857142857143,10.857142857142858,2.4285714285714284,-1,130.69571428571427,0.2857142857142857,-0.7142857142857143,5.571428571428571,6,1.2857142857142858,0.8571428571428571,119.82571428571428,2.6666666666666665,0,16.333333333333332,5.666666666666667,-5.333333333333333,1.3333333333333333,119.40571428571428,2020-03-25,-16
Alabama,2020-03-10,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,21,4,1,0,119.23,10,13.428571428571429,40,10.428571428571429,1.8571428571428572,-0.8571428571428571,128.59714285714284,1.8571428571428572,0.14285714285714285,11,7.142857142857143,1,0.5714285714285714,120.83,1,-0.75,9.5,4,-3.75,1.5,119.74285714285715,2020-03-25,-15
Alabama,2020-03-11,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,27,7,1,-1,119.83,8.428571428571429,16.285714285714285,38.857142857142854,9.571428571428571,1.4285714285714286,-0.5714285714285714,125.90285714285714,3.5714285714285716,0.7142857142857143,11.142857142857142,8.142857142857142,0.8571428571428571,0.42857142857142855,121.36,1.6,-0.4,8.8,4,-2.8,1.2,120.57428571428571,2020-03-25,-14
Alabama,2020-03-12,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,43,8,1,-1,129.93,5.714285714285714,17.428571428571427,33.285714285714285,7.571428571428571,0.42857142857142855,-0.14285714285714285,123.72428571428571,6.285714285714286,2.4285714285714284,16.714285714285715,9.571428571428571,1.1428571428571428,-0.14285714285714285,122.66857142857143,0.16666666666666666,-1.3333333333333333,3.1666666666666665,3.1666666666666665,-2.3333333333333335,1.5,119.69714285714285,2020-03-25,-13
Alabama,2020-03-13,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,26,7,-2,0,143.13,4,19.714285714285715,30,6.571428571428571,-1.2857142857142858,0.5714285714285714,121.13714285714286,7.571428571428571,3.2857142857142856,17.857142857142858,9.714285714285714,1.1428571428571428,-0.2857142857142857,123.23142857142857,0.5714285714285714,-1.1428571428571428,4.428571428571429,4,-1.8571428571428572,1.2857142857142858,119.16571428571429,2020-03-25,-12
Alabama,2020-03-14,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,55,12,4,0,139.87,1.1428571428571428,21,30.571428571428573,5.857142857142857,-3.857142857142857,1.5714285714285714,117.54142857142857,9,4.142857142857143,19.142857142857142,10.714285714285714,1,-0.5714285714285714,124.31571428571428,0.5714285714285714,-0.8571428571428571,5.428571428571429,4.857142857142857,-1.2857142857142858,1.2857142857142858,119.89428571428572,2020-03-25,-11
Alabama,2020-03-15,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,16,16,6,-4,2,94.6,-2.142857142857143,21.714285714285715,32.285714285714285,4.428571428571429,-7.142857142857143,2.857142857142857,113.55857142857143,10.857142857142858,5.285714285714286,23.285714285714285,11.428571428571429,1.2857142857142858,-0.8571428571428571,124.85285714285715,1,-0.2857142857142857,9.857142857142858,6.714285714285714,-0.8571428571428571,1.1428571428571428,120.33857142857143,2020-03-25,-10
Alabama,2020-03-16,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,24,22,2,-10,4,101.37,-6.428571428571429,20.714285714285715,30,2.142857142857143,-10.857142857142858,4.428571428571429,107.99857142857142,12.285714285714286,6.285714285714286,24.857142857142858,11.857142857142858,1.8571428571428572,-1.1428571428571428,124.99,0.2857142857142857,-0.7142857142857143,5.571428571428571,6,1.2857142857142858,0.8571428571428571,119.82571428571428,2020-03-25,-9
Alabama,2020-03-17,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,17,25,-1,-17,7,94.06,-11.285714285714286,17.571428571428573,27.285714285714285,-0.8571428571428571,-14.714285714285714,6.428571428571429,101.27285714285715,14.142857142857142,8,25.714285714285715,11.571428571428571,2.2857142857142856,-1.2857142857142858,124.95285714285714,1.8571428571428572,0.14285714285714285,11,7.142857142857143,1,0.5714285714285714,120.83,2020-03-25,-8
Alabama,2020-03-18,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,13,39,-3,-22,8,91.95,-16.428571428571427,14.285714285714286,20.857142857142858,-4.428571428571429,-17.571428571428573,7.571428571428571,92.84428571428572,12.857142857142858,7.285714285714286,23.571428571428573,10.285714285714286,2.2857142857142856,-1,124.20714285714286,3.5714285714285716,0.7142857142857143,11.142857142857142,8.142857142857142,0.8571428571428571,0.42857142857142855,121.36,2020-03-25,-7
Alabama,2020-03-19,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,15,27,-8,-25,10,91.01,-21.142857142857142,11,18.857142857142858,-8.428571428571429,-20.857142857142858,8.571428571428571,87.37857142857143,12.142857142857142,7.285714285714286,21.571428571428573,9.571428571428571,2.2857142857142856,-0.7142857142857143,123.97857142857143,6.285714285714286,2.4285714285714284,16.714285714285715,9.571428571428571,1.1428571428571428,-0.14285714285714285,122.66857142857143,2020-03-25,-6
Alabama,2020-03-20,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,10,7,-14,-29,14,96.05,-25.571428571428573,6.714285714285714,14.142857142857142,-11.857142857142858,-24.142857142857142,10,82.61285714285715,11.714285714285714,7,22.857142857142858,9.571428571428571,2.4285714285714284,-0.7142857142857143,124.69,7.571428571428571,3.2857142857142856,17.857142857142858,9.714285714285714,1.1428571428571428,-0.2857142857142857,123.23142857142857,2020-03-25,-5
Alabama,2020-03-21,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,5,10,-13,-16,8,80.87,-28.571428571428573,3.5714285714285716,11.142857142857142,-14.285714285714286,-26.571428571428573,11.142857142857142,79.22571428571429,11.285714285714286,6.714285714285714,24,9.285714285714286,2.7142857142857144,-0.5714285714285714,126.02571428571429,9,4.142857142857143,19.142857142857142,10.714285714285714,1,-0.5714285714285714,124.31571428571428,2020-03-25,-4
Alabama,2020-03-22,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,-7,2,-22,-27,9,56.34,-30.714285714285715,1.1428571428571428,10.714285714285714,-16,-28.571428571428573,11.857142857142858,76.79,10.714285714285714,6.428571428571429,24.285714285714285,9.142857142857142,2.5714285714285716,-0.42857142857142855,126.78571428571428,10.857142857142858,5.285714285714286,23.285714285714285,11.428571428571429,1.2857142857142858,-0.8571428571428571,124.85285714285715,2020-03-25,-3
Alabama,2020-03-23,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,-6,-11,-22,-33,14,68.01,-32.142857142857146,-1.4285714285714286,11.428571428571429,-17.571428571428573,-30.142857142857142,12.428571428571429,74.87142857142857,11,7,31,9.714285714285714,2.5714285714285716,-0.5714285714285714,128.03571428571428,12.285714285714286,6.285714285714286,24.857142857142858,11.857142857142858,1.8571428571428572,-1.1428571428571428,124.99,2020-03-25,-2
Alabama,2020-03-24,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-5,4,-18,-34,15,70.35,-32.57142857142857,-3.142857142857143,14.714285714285714,-19,-31.285714285714285,12.714285714285714,73.14,9.428571428571429,6,29.285714285714285,9.571428571428571,2.4285714285714284,-0.42857142857142855,128.5857142857143,14.142857142857142,8,25.714285714285715,11.571428571428571,2.2857142857142856,-1.2857142857142858,124.95285714285714,2020-03-25,-1
Alabama,2020-03-25,Wednesday,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,-4,36,-15,-36,13,74.9,-32.714285714285715,-4.142857142857143,16.428571428571427,-20.714285714285715,-32.142857142857146,12.857142857142858,72.02857142857142,9.857142857142858,7.142857142857143,34.285714285714285,10.285714285714286,2.5714285714285716,-0.7142857142857143,129.86142857142858,12.857142857142858,7.285714285714286,23.571428571428573,10.285714285714286,2.2857142857142856,-1,124.20714285714286,2020-03-25,0
Alabama,2020-03-26,Thursday,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-3,32,-19,-36,14,77.58,-32.857142857142854,-5,18.857142857142858,-21.857142857142858,-32.857142857142854,12.857142857142858,71.89285714285714,10.285714285714286,9.428571428571429,40.42857142857143,10.857142857142858,2.4285714285714284,-1,130.69571428571427,12.142857142857142,7.285714285714286,21.571428571428573,9.571428571428571,2.2857142857142856,-0.7142857142857143,123.97857142857143,2020-03-25,1
Alabama,2020-03-27,Friday,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-30,-2,30,-24,-37,16,83.93,-32.857142857142854,-5.571428571428571,21.857142857142858,-22.285714285714285,-33.57142857142857,12.857142857142858,72.15857142857143,10,13.428571428571429,40,10.428571428571429,1.8571428571428572,-0.8571428571428571,128.59714285714284,11.714285714285714,7,22.857142857142858,9.571428571428571,2.4285714285714284,-0.7142857142857143,124.69,2020-03-25,2
Alabama,2020-03-28,Saturday,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,-36,-2,22,-25,-22,9,73.09,-33.42857142857143,-6.428571428571429,18,-23.428571428571427,-34.42857142857143,13.142857142857142,71.49571428571429,8.428571428571429,16.285714285714285,38.857142857142854,9.571428571428571,1.4285714285714286,-0.5714285714285714,125.90285714285714,11.285714285714286,6.714285714285714,24,9.285714285714286,2.7142857142857144,-0.5714285714285714,126.02571428571429,2020-03-25,3
Alabama,2020-03-29,Sunday,10,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,-41,-13,19,-30,-32,9,55.39,-33,-5.142857142857143,15.571428571428571,-24.142857142857142,-34.857142857142854,13.285714285714286,71.11142857142858,5.714285714285714,17.428571428571427,33.285714285714285,7.571428571428571,0.42857142857142855,-0.14285714285714285,123.72428571428571,10.714285714285714,6.428571428571429,24.285714285714285,9.142857142857142,2.5714285714285716,-0.42857142857142855,126.78571428571428,2020-03-25,4
Alabama,2020-03-30,Monday,10,0,6,0,3,0,1,0,0,0,0,0,0,0,0,0,-33,-10,10,-25,-38,14,69.87,-33.285714285714285,-4.285714285714286,12.714285714285714,-25,-35.285714285714285,13.571428571428571,70.60285714285715,4,19.714285714285715,30,6.571428571428571,-1.2857142857142858,0.5714285714285714,121.13714285714286,11,7,31,9.714285714285714,2.5714285714285716,-0.5714285714285714,128.03571428571428,2020-03-25,5
