state,pred_change,pred_total,date,total_deaths,change
Louisiana,30.47244644165039,2897.1473331451416,2020-05-27,2723,21
Louisiana,46.6818733215332,2943.829206466675,2020-05-28,2741,18
Louisiana,39.912811279296875,2983.7420177459717,2020-05-29,2767,26
Louisiana,27.333425521850586,3011.0754432678223,2020-05-30,2786,19
Louisiana,24.0623836517334,3035.1378269195557,2020-05-31,2791,5
Louisiana,26.462738037109375,3061.600564956665,2020-06-01,2801,10
Maine,2.054466724395752,73.05446672439575,2020-05-19,73,2
Maine,1.7264363765716553,74.78090310096741,2020-05-20,73,0
Maine,1.2803468704223633,76.06124997138977,2020-05-21,73,0
Maine,1.5073939561843872,77.56864392757416,2020-05-22,75,2
Maine,1.2615156173706055,78.83015954494476,2020-05-23,77,2
Maine,0.9142225980758667,79.74438214302063,2020-05-24,78,1
Maine,1.872304916381836,81.61668705940247,2020-05-25,78,0
Maine,2.048341751098633,83.6650288105011,2020-05-26,79,1
Maine,1.695386528968811,85.36041533946991,2020-05-27,81,2
Maine,1.7036690711975098,87.06408441066742,2020-05-28,84,3
Maine,1.4690313339233398,88.53311574459076,2020-05-29,85,1
Maine,2.3330562114715576,90.86617195606232,2020-05-30,89,4
Maine,1.282282829284668,92.14845478534698,2020-05-31,89,0
Maine,2.021178722381592,94.16963350772858,2020-06-01,89,0
Maryland,62.646705627441406,2085.6467056274414,2020-05-19,2081,58
Maryland,55.85873031616211,2141.5054359436035,2020-05-20,2123,42
Maryland,52.735652923583984,2194.2410888671875,2020-05-21,2159,36
Maryland,46.271305084228516,2240.512393951416,2020-05-22,2207,48
Maryland,40.36029052734375,2280.8726844787598,2020-05-23,2243,36
Maryland,30.029516220092773,2310.9022006988525,2020-05-24,2277,34
Maryland,37.4708251953125,2348.373025894165,2020-05-25,2302,25
Maryland,50.623252868652344,2398.9962787628174,2020-05-26,2333,31
Maryland,44.157005310058594,2443.153284072876,2020-05-27,2392,59
Maryland,49.51708221435547,2492.6703662872314,2020-05-28,2428,36
Maryland,53.40552520751953,2546.075891494751,2020-05-29,2466,38
Maryland,51.91728973388672,2597.9931812286377,2020-05-30,2509,43
Maryland,40.10415267944336,2638.097333908081,2020-05-31,2532,23
Maryland,30.61355209350586,2668.710886001587,2020-06-01,2552,20
Massachusetts,76.34526824951172,5938.345268249512,2020-05-19,5938,76
Massachusetts,114.60746002197266,6052.952728271484,2020-05-20,6066,128
Massachusetts,119.9559555053711,6172.9086837768555,2020-05-21,6148,82
Massachusetts,91.2690200805664,6264.177703857422,2020-05-22,6228,80
Massachusetts,90.05554962158203,6354.233253479004,2020-05-23,6304,76
Massachusetts,77.992919921875,6432.226173400879,2020-05-24,6372,68
Massachusetts,71.83206939697266,6504.058242797852,2020-05-25,6416,44
Massachusetts,85.778717041015625,6589.836959838867,2020-05-26,6473,57
Massachusetts,97.66364288330078,6687.500602722168,2020-05-27,6547,74
Massachusetts,92.45189666748047,6779.952499389648,2020-05-28,6640,93
Massachusetts,91.37355041503906,6871.3260498046875,2020-05-29,6718,78
Massachusetts,87.98451232910156,6959.310562133789,2020-05-30,6768,50
Massachusetts,72.81131744384766,7032.121879577637,2020-05-31,6846,78
Massachusetts,77.2241439819336,7109.34602355957,2020-06-01,7035,189
Michigan,59.65167999267578,4974.651679992676,2020-05-19,5017,102
Michigan,62.18105697631836,5036.832736968994,2020-05-20,5060,43
Michigan,62.384212493896484,5099.216949462891,2020-05-21,5129,69
Michigan,57.44860076904297,5156.665550231934,2020-05-22,5158,29
Michigan,51.91688537597656,5208.58243560791,2020-05-23,5223,65
Michigan,36.91816711425781,5245.500602722168,2020-05-24,5228,5
Michigan,33.65401840209961,5279.154621124268,2020-05-25,5241,13
Michigan,58.37702178955078,5337.531642913818,2020-05-26,5266,25
Michigan,45.25446701049805,5382.786109924316,2020-05-27,5334,68
Michigan,55.367042541503906,5438.15315246582,2020-05-28,5372,38
Michigan,53.9422492980957,5492.095401763916,2020-05-29,5406,34
Michigan,52.84067153930664,5544.936073303223,2020-05-30,5464,58
Michigan,48.79959487915039,5593.735668182373,2020-05-31,5491,27
Michigan,42.21000671386719,5635.94567489624,2020-06-01,5516,25
Minnesota,21.427165985107422,761.4271659851074,2020-05-19,757,17
Minnesota,21.65951919555664,783.0866851806641,2020-05-20,786,29
Minnesota,24.817588806152344,807.9042739868164,2020-05-21,818,32
Minnesota,24.342323303222656,832.2465972900391,2020-05-22,851,33
Minnesota,25.904380798339844,858.1509780883789,2020-05-23,861,10
Minnesota,17.565641403198242,875.7166194915771,2020-05-24,878,17
Minnesota,17.087081909179687,892.8037014007568,2020-05-25,890,12
Minnesota,18.65276336669922,911.456464767456,2020-05-26,908,18
Minnesota,20.640501022338867,932.0969657897949,2020-05-27,942,34
Minnesota,25.623292922973633,957.7202587127686,2020-05-28,977,35
Minnesota,27.161666870117188,984.8819255828857,2020-05-29,1006,29
Minnesota,26.54250144958496,1011.4244270324707,2020-05-30,1036,30
Minnesota,24.31455421447754,1035.7389812469482,2020-05-31,1050,14
Minnesota,22.330713272094727,1058.069694519043,2020-06-01,1060,10
Mississippi,16.743709564208984,543.743709564209,2020-05-19,554,27
Mississippi,17.385547637939453,561.1292572021484,2020-05-20,570,16
Mississippi,16.850797653198242,577.9800548553467,2020-05-21,580,10
Mississippi,13.36362075805664,591.3436756134033,2020-05-22,595,15
Mississippi,15.859238624572754,607.2029142379761,2020-05-23,616,21
Mississippi,15.202057838439941,622.404972076416,2020-05-24,625,9
Mississippi,18.43349266052246,640.8384647369385,2020-05-25,635,10
Mississippi,16.71708869934082,657.5555534362793,2020-05-26,652,17
Mississippi,16.432384490966797,673.9879379272461,2020-05-27,670,18
Mississippi,18.765548706054687,692.7534866333008,2020-05-28,693,23
Mississippi,20.97933578491211,713.7328224182129,2020-05-29,710,17
Mississippi,20.353384017944336,734.0862064361572,2020-05-30,723,13
Mississippi,15.34894847869873,749.435154914856,2020-05-31,734,11
Mississippi,15.386670112609863,764.8218250274658,2020-06-01,739,5
Missouri,13.437994003295898,624.4379940032959,2020-05-19,631,20
Missouri,15.07189655303955,639.5098905563354,2020-05-20,640,9
Missouri,14.244728088378906,653.7546186447144,2020-05-21,668,28
Missouri,18.459714889526367,672.2143335342407,2020-05-22,677,9
Missouri,15.278341293334961,687.4926748275757,2020-05-23,682,5
Missouri,8.967879295349121,696.4605541229248,2020-05-24,686,4
Missouri,10.295573234558105,706.7561273574829,2020-05-25,689,3
Missouri,10.85453987121582,717.6106672286987,2020-05-26,693,4
Missouri,8.256219863891602,725.8668870925903,2020-05-27,689,-4
Missouri,8.96230697631836,734.8291940689087,2020-05-28,708,19
Missouri,12.674076080322266,747.503270149231,2020-05-29,730,22
Missouri,17.05909538269043,764.5623655319214,2020-05-30,774,44
Missouri,22.69757080078125,787.2599363327026,2020-05-31,776,2
Missouri,15.168414115905762,802.4283504486084,2020-06-01,776,0
Montana,1.7635457515716553,17.763545751571655,2020-05-19,16,0
Montana,1.1925853490829468,18.956131100654602,2020-05-20,16,0
Montana,1.147693395614624,20.103824496269226,2020-05-21,16,0
Montana,1.1684409379959106,21.272265434265137,2020-05-22,16,0
Montana,1.1774499416351318,22.44971537590027,2020-05-23,16,0
Montana,0.6992311477661133,23.148946523666382,2020-05-24,16,0
Montana,1.2540974617004395,24.40304398536682,2020-05-25,16,0
Montana,1.827797293663025,26.230841279029846,2020-05-26,17,1
Montana,1.6932764053344727,27.92411768436432,2020-05-27,17,0
Montana,1.4055020809173584,29.329619765281677,2020-05-28,17,0
Montana,1.387777328491211,30.717397093772888,2020-05-29,17,0
Montana,1.3671932220458984,32.08459031581879,2020-05-30,17,0
Montana,0.8650705814361572,32.949660897254944,2020-05-31,17,0
Montana,1.4194614887237549,34.3691223859787,2020-06-01,17,0
Nebraska,5.24283504486084,128.24283504486084,2020-05-19,123,0
Nebraska,3.319434404373169,131.562269449234,2020-05-20,138,15
Nebraska,6.715403079986572,138.27767252922058,2020-05-21,138,0
Nebraska,5.212900161743164,143.49057269096375,2020-05-22,147,9
Nebraska,6.3602800369262695,149.85085272789001,2020-05-23,147,0
Nebraska,2.727062463760376,152.5779151916504,2020-05-24,147,0
Nebraska,5.052798748016357,157.63071393966675,2020-05-25,147,0
Nebraska,4.1553473472595215,161.78606128692627,2020-05-26,147,0
Nebraska,5.3598456382751465,167.14590692520142,2020-05-27,153,6
Nebraska,3.9099884033203125,171.05589532852173,2020-05-28,163,10
Nebraska,5.533031940460205,176.58892726898193,2020-05-29,164,1
Nebraska,6.454894542694092,183.04382181167603,2020-05-30,170,6
Nebraska,4.440307140350342,187.48412895202637,2020-05-31,170,0
Nebraska,4.18807315826416,191.67220211029053,2020-06-01,170,0
Nevada,7.265015602111816,365.2650156021118,2020-05-19,358,0
Nevada,6.230252742767334,371.49526834487915,2020-05-20,377,19
Nevada,8.398489952087402,379.89375829696655,2020-05-21,383,6
Nevada,7.676056861877441,387.569815158844,2020-05-22,386,3
Nevada,6.532033920288086,394.1018490791321,2020-05-23,387,1
Nevada,4.666633605957031,398.7684826850891,2020-05-24,380,-7
Nevada,4.601164817810059,403.36964750289917,2020-05-25,394,14
Nevada,9.397686004638672,412.76733350753784,2020-05-26,394,0
Nevada,8.387736320495605,421.15506982803345,2020-05-27,402,8
Nevada,8.301107406616211,429.45617723464966,2020-05-28,406,4
Nevada,6.047358989715576,435.50353622436523,2020-05-29,406,0
Nevada,6.942941188812256,442.4464774131775,2020-05-30,417,11
Nevada,5.850029468536377,448.29650688171387,2020-05-31,417,0
Nevada,5.3291707038879395,453.6256775856018,2020-06-01,417,0
New Hampshire,6.357850074768066,178.35785007476807,2020-05-19,172,0
New Hampshire,4.681339263916016,183.03918933868408,2020-05-20,190,18
New Hampshire,7.053913593292236,190.09310293197632,2020-05-21,199,9
New Hampshire,8.146392822265625,198.23949575424194,2020-05-22,204,5
New Hampshire,8.092735290527344,206.3322310447693,2020-05-23,208,4
New Hampshire,4.722706317901611,211.0549373626709,2020-05-24,209,1
New Hampshire,5.668983459472656,216.72392082214355,2020-05-25,210,1
New Hampshire,7.826564311981201,224.55048513412476,2020-05-26,214,4
New Hampshire,6.421273708343506,230.97175884246826,2020-05-27,223,9
New Hampshire,6.558695316314697,237.53045415878296,2020-05-28,232,9
New Hampshire,7.247864246368408,244.77831840515137,2020-05-29,238,6
New Hampshire,7.620979309082031,252.3992977142334,2020-05-30,238,0
New Hampshire,6.006595611572266,258.40589332580566,2020-05-31,245,7
New Hampshire,7.13709831237793,265.5429916381836,2020-06-01,245,0
New Jersey,185.76083374023437,10624.760833740234,2020-05-19,10587,148
