state,date,total_deaths,change,pred_change,pred_total
New Jersey,2020-05-21,10846,97,151.13261111111115,10907.80477777778
New Jersey,2020-05-22,10985,139,130.98533333333327,11038.790111111113
New Jersey,2020-05-23,11082,97,108.08949999999997,11146.879611111113
New Jersey,2020-05-24,11138,56,96.15722222222217,11243.036833333335
New Jersey,2020-05-25,11147,9,92.49261111111112,11335.529444444446
New Jersey,2020-05-26,11194,47,117.74033333333331,11453.26977777778
New Jersey,2020-05-27,11339,145,119.19911111111105,11572.46888888889
New Jersey,2020-05-28,11409,70,117.47849999999995,11689.94738888889
New Jersey,2020-05-29,11531,122,107.46538888888887,11797.41277777778
New Jersey,2020-05-30,11634,103,114.12349999999996,11911.53627777778
New Jersey,2020-05-31,11698,64,118.84327777777784,12030.379555555557
New Jersey,2020-06-01,11723,25,107.0486666666667,12137.428222222225
New Mexico,2020-05-19,276,6,10.508388888888895,280.5083888888889
New Mexico,2020-05-20,283,7,9.796000000000005,290.30438888888887
New Mexico,2020-05-21,294,11,9.309000000000001,299.6133888888889
New Mexico,2020-05-22,302,8,8.533722222222224,308.14711111111114
New Mexico,2020-05-23,302,0,7.911944444444445,316.0590555555556
New Mexico,2020-05-24,317,15,6.384611111111109,322.4436666666667
New Mexico,2020-05-25,320,3,7.856777777777779,330.30044444444445
New Mexico,2020-05-26,325,5,9.603666666666669,339.9041111111111
New Mexico,2020-05-27,329,4,9.878222222222222,349.7823333333333
New Mexico,2020-05-28,335,6,9.716333333333335,359.4986666666667
New Mexico,2020-05-29,344,9,7.420111111111111,366.9187777777778
New Mexico,2020-05-30,351,7,7.873333333333333,374.7921111111111
New Mexico,2020-05-31,356,5,7.553999999999999,382.3461111111111
New Mexico,2020-06-01,362,6,7.0301666666666645,389.3762777777778
New York,2020-05-19,28558,219,175.5181666666667,28514.518166666665
New York,2020-05-20,28636,78,197.3389444444445,28711.85711111111
New York,2020-05-21,28743,107,153.63688888888888,28865.494
New York,2020-05-22,28853,110,130.78416666666672,28996.278166666667
New York,2020-05-23,29031,178,156.52111111111117,29152.799277777776
New York,2020-05-24,29141,110,131.5911111111111,29284.39038888889
New York,2020-05-25,29229,88,137.41666666666666,29421.807055555557
New York,2020-05-26,29302,73,148.27772222222225,29570.084777777778
New York,2020-05-27,29484,182,119.84794444444441,29689.932722222224
New York,2020-05-28,29529,45,114.4576666666667,29804.39038888889
New York,2020-05-29,29646,117,110.41205555555561,29914.802444444445
New York,2020-05-30,29710,64,126.8811111111111,30041.683555555555
New York,2020-05-31,29784,74,119.06222222222223,30160.745777777778
New York,2020-06-01,29917,133,116.38422222222223,30277.13
North Carolina,2020-05-19,693,0,26.581888888888884,719.5818888888889
North Carolina,2020-05-20,726,33,20.783333333333335,740.3652222222222
North Carolina,2020-05-21,728,2,21.864833333333333,762.2300555555555
North Carolina,2020-05-22,775,47,18.003944444444443,780.2339999999999
North Carolina,2020-05-23,778,3,22.715000000000007,802.949
North Carolina,2020-05-24,784,6,14.326333333333336,817.2753333333333
North Carolina,2020-05-25,790,6,14.748000000000005,832.0233333333333
North Carolina,2020-05-26,801,11,22.160055555555548,854.1833888888889
North Carolina,2020-05-27,844,43,26.61972222222221,880.8031111111111
North Carolina,2020-05-28,876,32,33.26322222222221,914.0663333333333
North Carolina,2020-05-29,919,43,35.513388888888876,949.5797222222222
North Carolina,2020-05-30,929,10,26.499499999999994,976.0792222222223
North Carolina,2020-05-31,937,8,17.75111111111111,993.8303333333333
North Carolina,2020-06-01,948,11,18.864,1012.6943333333334
North Dakota,2020-05-19,45,1,1.4051666666666662,45.405166666666666
North Dakota,2020-05-20,49,4,1.5881111111111108,46.99327777777778
North Dakota,2020-05-21,51,2,1.3458333333333334,48.33911111111111
North Dakota,2020-05-22,52,1,1.7807222222222219,50.11983333333333
North Dakota,2020-05-23,52,0,1.6798333333333333,51.79966666666667
North Dakota,2020-05-24,53,1,1.4639999999999997,53.263666666666666
North Dakota,2020-05-25,54,1,1.3723333333333334,54.635999999999996
North Dakota,2020-05-26,54,0,1.7141666666666664,56.35016666666666
North Dakota,2020-05-27,56,2,1.8145000000000004,58.16466666666666
North Dakota,2020-05-28,57,1,1.3922222222222222,59.556888888888885
North Dakota,2020-05-29,59,2,1.7487777777777782,61.30566666666666
North Dakota,2020-05-30,60,1,1.226611111111111,62.53227777777777
North Dakota,2020-05-31,61,1,1.1437222222222223,63.675999999999995
North Dakota,2020-06-01,61,0,1.6421111111111109,65.31811111111111
Ohio,2020-05-19,1720,63,60.663833333333336,1717.6638333333333
Ohio,2020-05-20,1781,61,64.43005555555554,1782.0938888888888
Ohio,2020-05-21,1837,56,55.62033333333333,1837.7142222222221
Ohio,2020-05-22,1872,35,42.58472222222221,1880.2989444444443
Ohio,2020-05-23,1956,84,31.51911111111112,1911.8180555555555
Ohio,2020-05-24,1969,13,52.32572222222222,1964.1437777777776
Ohio,2020-05-25,1987,18,38.02222222222223,2002.1659999999997
Ohio,2020-05-26,2002,15,67.12683333333334,2069.292833333333
Ohio,2020-05-27,2044,42,65.35605555555556,2134.6488888888885
Ohio,2020-05-28,2098,54,58.2597222222222,2192.9086111111105
Ohio,2020-05-29,2131,33,57.88705555555555,2250.795666666666
Ohio,2020-05-30,2149,18,53.66127777777776,2304.4569444444437
Ohio,2020-05-31,2155,6,54.52622222222221,2358.983166666666
Ohio,2020-06-01,2207,52,49.47616666666667,2408.459333333333
Oklahoma,2020-05-19,293,5,3.9199444444444436,291.91994444444447
Oklahoma,2020-05-20,299,6,2.874277777777778,294.79422222222223
Oklahoma,2020-05-21,304,5,3.998833333333333,298.79305555555555
Oklahoma,2020-05-22,307,3,4.21477777777778,303.00783333333334
Oklahoma,2020-05-23,311,4,4.5868333333333355,307.5946666666667
Oklahoma,2020-05-24,311,0,4.568222222222223,312.1628888888889
Oklahoma,2020-05-25,313,2,4.808166666666665,316.9710555555556
Oklahoma,2020-05-26,318,5,5.339277777777778,322.3103333333334
Oklahoma,2020-05-27,322,4,5.847611111111109,328.1579444444445
Oklahoma,2020-05-28,325,3,5.2619444444444445,333.419888888889
Oklahoma,2020-05-29,329,4,5.478888888888892,338.89877777777787
Oklahoma,2020-05-30,334,5,5.295,344.1937777777779
Oklahoma,2020-05-31,334,0,5.564277777777778,349.75805555555564
Oklahoma,2020-06-01,334,0,5.911166666666668,355.6692222222223
Oregon,2020-05-19,140,2,1.7140000000000002,139.714
Oregon,2020-05-20,144,4,1.6922222222222223,141.40622222222223
Oregon,2020-05-21,145,1,1.7384444444444436,143.14466666666667
Oregon,2020-05-22,147,2,1.4080555555555556,144.55272222222223
Oregon,2020-05-23,147,0,1.679388888888889,146.23211111111112
Oregon,2020-05-24,148,1,1.2881111111111114,147.52022222222223
Oregon,2020-05-25,148,0,1.531333333333333,149.05155555555555
Oregon,2020-05-26,148,0,2.031944444444444,151.0835
Oregon,2020-05-27,148,0,2.1092222222222214,153.19272222222222
Oregon,2020-05-28,151,3,1.5749444444444443,154.76766666666666
Oregon,2020-05-29,151,0,1.4865000000000002,156.25416666666666
Oregon,2020-05-30,153,2,1.5407222222222219,157.7948888888889
Oregon,2020-05-31,153,0,1.4451666666666663,159.24005555555556
Oregon,2020-06-01,154,1,1.657,160.89705555555557
Pennsylvania,2020-05-19,4628,113,107.99177777777778,4622.991777777778
Pennsylvania,2020-05-20,4770,142,121.91944444444441,4744.911222222223
Pennsylvania,2020-05-21,4869,99,145.72711111111107,4890.638333333334
Pennsylvania,2020-05-22,5010,141,108.41872222222221,4999.057055555557
Pennsylvania,2020-05-23,5112,102,79.31311111111113,5078.370166666668
Pennsylvania,2020-05-24,5136,24,60.863388888888885,5139.233555555557
Pennsylvania,2020-05-25,5146,10,39.13394444444446,5178.367500000002
Pennsylvania,2020-05-26,5163,17,89.3632777777778,5267.73077777778
Pennsylvania,2020-05-27,5265,102,117.17011111111114,5384.900888888891
Pennsylvania,2020-05-28,5373,108,115.40733333333333,5500.308222222225
Pennsylvania,2020-05-29,5464,91,126.20244444444448,5626.510666666669
Pennsylvania,2020-05-30,5537,73,106.3786666666667,5732.889333333335
Pennsylvania,2020-05-31,5555,18,100.4040555555555,5833.293388888891
Pennsylvania,2020-06-01,5567,12,84.96794444444447,5918.261333333336
Rhode Island,2020-05-19,532,26,12.42711111111111,518.4271111111111
Rhode Island,2020-05-20,538,6,15.961833333333328,534.3889444444444
Rhode Island,2020-05-21,556,18,15.425888888888892,549.8148333333334
Rhode Island,2020-05-22,579,23,12.561388888888887,562.3762222222223
Rhode Island,2020-05-23,597,18,15.45427777777777,577.8305
Rhode Island,2020-05-24,608,11,15.688611111111117,593.5191111111111
Rhode Island,2020-05-25,608,0,10.584833333333336,604.1039444444444
Rhode Island,2020-05-26,634,26,17.752944444444434,621.8568888888889
Rhode Island,2020-05-27,655,21,19.92772222222223,641.7846111111111
Rhode Island,2020-05-28,677,22,17.780611111111124,659.5652222222222
Rhode Island,2020-05-29,693,16,17.67027777777778,677.2355
Rhode Island,2020-05-30,711,18,14.185722222222214,691.4212222222222
Rhode Island,2020-05-31,718,7,13.570000000000002,704.9912222222223
Rhode Island,2020-06-01,720,2,11.734222222222222,716.7254444444445
South Carolina,2020-05-19,399,8,9.738277777777782,400.7382777777778
South Carolina,2020-05-20,407,8,10.045944444444443,410.78422222222224
South Carolina,2020-05-21,416,9,9.138555555555552,419.9227777777778
South Carolina,2020-05-22,419,3,7.150444444444446,427.0732222222223
South Carolina,2020-05-23,425,6,5.138222222222222,432.2114444444445
South Carolina,2020-05-24,435,10,5.270722222222222,437.48216666666673
South Carolina,2020-05-25,440,5,8.838611111111112,446.32077777777783
South Carolina,2020-05-26,446,6,9.670499999999997,455.99127777777784
South Carolina,2020-05-27,466,20,9.769222222222224,465.76050000000004
South Carolina,2020-05-28,470,4,11.201111111111116,476.96161111111115
South Carolina,2020-05-29,483,13,6.102111111111113,483.0637222222223
South Carolina,2020-05-30,487,4,7.890055555555555,490.9537777777778
South Carolina,2020-05-31,494,7,7.073888888888887,498.0276666666667
South Carolina,2020-06-01,500,6,8.159055555555556,506.1867222222222
South Dakota,2020-05-19,46,2,2.515611111111111,46.51561111111111
South Dakota,2020-05-20,46,0,2.1899444444444445,48.705555555555556
South Dakota,2020-05-21,48,2,1.8041666666666663,50.50972222222222
South Dakota,2020-05-22,50,2,1.938333333333333,52.448055555555555
South Dakota,2020-05-23,50,0,1.8971111111111107,54.345166666666664
South Dakota,2020-05-24,50,0,2.1348333333333325,56.48
South Dakota,2020-05-25,50,0,2.4897777777777774,58.96977777777777
South Dakota,2020-05-26,50,0,2.872777777777778,61.84255555555555
South Dakota,2020-05-27,54,4,2.549055555555556,64.3916111111111
South Dakota,2020-05-28,54,0,3.3899999999999997,67.7816111111111
South Dakota,2020-05-29,59,5,2.4563333333333346,70.23794444444444
South Dakota,2020-05-30,62,3,2.610277777777778,72.84822222222222
South Dakota,2020-05-31,62,0,2.6543888888888896,75.50261111111111
South Dakota,2020-06-01,62,0,2.824944444444446,78.32755555555555
Tennessee,2020-05-19,305,4,9.884,310.884
Tennessee,2020-05-20,305,0,8.056611111111106,318.94061111111114
Tennessee,2020-05-21,313,8,6.98366666666667,325.92427777777783
Tennessee,2020-05-22,315,2,5.580499999999998,331.5047777777778
Tennessee,2020-05-23,329,14,4.849388888888888,336.3541666666667
Tennessee,2020-05-24,336,7,5.441388888888889,341.79555555555555
Tennessee,2020-05-25,338,2,5.925055555555557,347.7206111111111
Tennessee,2020-05-26,343,5,8.244,355.96461111111114
Tennessee,2020-05-27,353,10,7.5020000000000016,363.46661111111115
Tennessee,2020-05-28,356,3,8.289055555555555,371.7556666666667
Tennessee,2020-05-29,361,5,5.491722222222225,377.2473888888889
Tennessee,2020-05-30,364,3,6.749111111111111,383.9965
Tennessee,2020-05-31,364,0,6.133722222222221,390.13022222222224
Tennessee,2020-06-01,364,0,6.828222222222222,396.95844444444447
Texas,2020-05-19,1388,38,30.546722222222215,1380.5467222222221
Texas,2020-05-20,1426,38,35.036333333333324,1415.5830555555553
Texas,2020-05-21,1460,34,43.2087222222222,1458.7917777777775
Texas,2020-05-22,1470,10,39.18244444444443,1497.974222222222
Texas,2020-05-23,1478,8,34.48655555555557,1532.4607777777774
Texas,2020-05-24,1528,50,24.118833333333335,1556.5796111111108
Texas,2020-05-25,1533,5,27.152555555555562,1583.7321666666664
Texas,2020-05-26,1546,13,33.616444444444454,1617.3486111111108
Texas,2020-05-27,1581,35,32.98405555555555,1650.3326666666665
Texas,2020-05-28,1611,30,35.99177777777779,1686.3244444444442
Texas,2020-05-29,1619,8,32.6033888888889,1718.9278333333332
Texas,2020-05-30,1652,33,36.14277777777778,1755.070611111111
Texas,2020-05-31,1675,23,35.085444444444455,1790.1560555555554
Texas,2020-06-01,1683,8,35.03000000000002,1825.1860555555554
Utah,2020-05-19,88,8,2.1235555555555563,82.12355555555555
Utah,2020-05-20,90,2,3.552833333333334,85.6763888888889
Utah,2020-05-21,92,2,2.850166666666668,88.52655555555556
Utah,2020-05-22,93,1,2.679166666666667,91.20572222222222
Utah,2020-05-23,97,4,3.552166666666666,94.75788888888889
Utah,2020-05-24,97,0,2.2610555555555556,97.01894444444444
Utah,2020-05-25,98,1,2.3681111111111104,99.38705555555555
Utah,2020-05-26,101,3,3.408722222222221,102.79577777777777
Utah,2020-05-27,105,4,3.3923888888888887,106.18816666666666
Utah,2020-05-28,106,1,2.720111111111111,108.90827777777777
Utah,2020-05-29,107,1,2.446222222222223,111.35449999999999
Utah,2020-05-30,112,5,2.7811111111111106,114.1356111111111
Utah,2020-05-31,113,1,2.8257777777777773,116.96138888888888
Utah,2020-06-01,113,0,2.7222777777777782,119.68366666666665
Vermont,2020-05-19,54,0,0.4453888888888887,54.445388888888886
Vermont,2020-05-20,54,0,0.8069999999999998,55.25238888888889
Vermont,2020-05-21,54,0,0.43877777777777777,55.69116666666667
Vermont,2020-05-22,54,0,0.4818333333333333,56.173
Vermont,2020-05-23,54,0,0.3596111111111111,56.532611111111116
Vermont,2020-05-24,54,0,0.35805555555555557,56.890666666666675
Vermont,2020-05-25,54,0,0.5388888888888889,57.42955555555557
Vermont,2020-05-26,54,0,0.42722222222222217,57.856777777777786
Vermont,2020-05-27,54,0,0.8327222222222221,58.68950000000001
Vermont,2020-05-28,55,1,0.5297777777777779,59.21927777777779
Vermont,2020-05-29,55,0,0.8556666666666666,60.074944444444455
Vermont,2020-05-30,55,0,0.5782222222222222,60.65316666666668
Vermont,2020-05-31,55,0,0.48544444444444435,61.138611111111125
Vermont,2020-06-01,55,0,0.5843888888888887,61.72300000000001
Virginia,2020-05-19,1042,27,29.788,1044.788
Virginia,2020-05-20,1075,33,34.00605555555555,1078.7940555555556
Virginia,2020-05-21,1100,25,28.050111111111114,1106.8441666666668
Virginia,2020-05-22,1136,36,32.866000000000014,1139.7101666666667
Virginia,2020-05-23,1159,23,25.929222222222226,1165.639388888889
Virginia,2020-05-24,1171,12,16.534777777777784,1182.174166666667
Virginia,2020-05-25,1208,37,13.902222222222226,1196.0763888888891
Virginia,2020-05-26,1236,28,35.312944444444454,1231.3893333333335
Virginia,2020-05-27,1281,45,32.751277777777766,1264.1406111111112
Virginia,2020-05-28,1338,57,32.382999999999996,1296.5236111111112
Virginia,2020-05-29,1358,20,35.48305555555555,1332.0066666666667
Virginia,2020-05-30,1370,12,26.030388888888883,1358.0370555555555
Virginia,2020-05-31,1375,5,24.728166666666663,1382.7652222222223
Virginia,2020-06-01,1392,17,22.274222222222217,1405.0394444444446
Washington,2020-05-19,1031,29,12.506111111111109,1014.5061111111111
Washington,2020-05-20,1037,6,14.663055555555557,1029.1691666666666
Washington,2020-05-21,1044,7,13.841722222222218,1043.0108888888888
Washington,2020-05-22,1050,6,10.251500000000002,1053.2623888888888
Washington,2020-05-23,1050,0,9.5455,1062.8078888888888
Washington,2020-05-24,1061,11,6.538166666666667,1069.3460555555555
Washington,2020-05-25,1070,9,10.627055555555554,1079.973111111111
Washington,2020-05-26,1078,8,15.886777777777773,1095.8598888888887
Washington,2020-05-27,1095,17,11.34533333333333,1107.2052222222221
Washington,2020-05-28,1106,11,12.685055555555556,1119.8902777777778
Washington,2020-05-29,1111,5,8.193333333333335,1128.0836111111112
Washington,2020-05-30,1118,7,7.962777777777776,1136.046388888889
Washington,2020-05-31,1118,0,9.005277777777776,1145.0516666666667
Washington,2020-06-01,1123,5,9.47283333333333,1154.5245
West Virginia,2020-05-19,68,0,1.9330555555555555,69.93305555555555
West Virginia,2020-05-20,69,1,1.9996666666666663,71.93272222222222
West Virginia,2020-05-21,70,1,1.3790555555555557,73.31177777777778
West Virginia,2020-05-22,72,2,1.3309444444444443,74.64272222222222
West Virginia,2020-05-23,72,0,1.3608333333333333,76.00355555555555
West Virginia,2020-05-24,72,0,1.5575555555555556,77.5611111111111
West Virginia,2020-05-25,72,0,1.461611111111111,79.02272222222221
West Virginia,2020-05-26,72,0,1.9087222222222227,80.93144444444444
West Virginia,2020-05-27,74,2,1.610388888888889,82.54183333333333
West Virginia,2020-05-28,74,0,1.3752777777777776,83.91711111111111
West Virginia,2020-05-29,74,0,1.7002222222222223,85.61733333333333
West Virginia,2020-05-30,75,1,1.538833333333333,87.15616666666666
West Virginia,2020-05-31,75,0,1.5590555555555554,88.71522222222222
West Virginia,2020-06-01,76,1,1.3400555555555551,90.05527777777777
Wisconsin,2020-05-19,467,8,10.111333333333336,469.11133333333333
Wisconsin,2020-05-20,481,14,8.007111111111112,477.11844444444444
Wisconsin,2020-05-21,487,6,10.638777777777774,487.7572222222222
Wisconsin,2020-05-22,496,9,9.293888888888892,497.0511111111111
Wisconsin,2020-05-23,507,11,7.232666666666668,504.28377777777774
Wisconsin,2020-05-24,510,3,5.792444444444442,510.0762222222222
Wisconsin,2020-05-25,514,4,6.529111111111113,516.6053333333333
Wisconsin,2020-05-26,517,3,9.237611111111114,525.8429444444445
Wisconsin,2020-05-27,539,22,10.267777777777775,536.1107222222222
Wisconsin,2020-05-28,550,11,13.372833333333334,549.4835555555555
Wisconsin,2020-05-29,568,18,8.216888888888885,557.7004444444444
Wisconsin,2020-05-30,588,20,8.531166666666664,566.2316111111111
Wisconsin,2020-05-31,592,4,9.555555555555559,575.7871666666666
Wisconsin,2020-06-01,595,3,7.799222222222221,583.5863888888888
Wyoming,2020-05-19,10,0,1.0192777777777773,11.019277777777777
Wyoming,2020-05-20,11,1,0.9561666666666662,11.975444444444443
Wyoming,2020-05-21,12,1,0.7296111111111111,12.705055555555555
Wyoming,2020-05-22,12,0,0.8032777777777778,13.508333333333333
Wyoming,2020-05-23,12,0,0.909111111111111,14.417444444444444
Wyoming,2020-05-24,12,0,0.9927222222222222,15.410166666666665
Wyoming,2020-05-25,12,0,1.2824444444444443,16.69261111111111
Wyoming,2020-05-26,13,1,1.3836666666666664,18.076277777777776
Wyoming,2020-05-27,14,1,1.2024444444444449,19.27872222222222
Wyoming,2020-05-28,15,1,1.3191666666666664,20.59788888888889
Wyoming,2020-05-29,15,0,1.2256666666666662,21.823555555555554
Wyoming,2020-05-30,16,1,1.3369444444444445,23.1605
Wyoming,2020-05-31,16,0,1.4324444444444435,24.59294444444444
Wyoming,2020-06-01,17,1,1.5147222222222216,26.107666666666663
