state,date,total_deaths,change,pred_change,pred_total
Montana,2020-06-01,17,0,1.2947777777777776,27.31438888888889
Nebraska,2020-05-19,123,0,6.601444444444445,129.60144444444444
Nebraska,2020-05-20,138,15,5.321055555555558,134.92249999999999
Nebraska,2020-05-21,138,0,6.269499999999998,141.19199999999998
Nebraska,2020-05-22,147,9,6.575222222222224,147.76722222222222
Nebraska,2020-05-23,147,0,6.995944444444443,154.76316666666665
Nebraska,2020-05-24,147,0,5.308555555555555,160.0717222222222
Nebraska,2020-05-25,147,0,5.7236666666666665,165.79538888888888
Nebraska,2020-05-26,147,0,7.102944444444446,172.8983333333333
Nebraska,2020-05-27,153,6,7.8688333333333365,180.76716666666664
Nebraska,2020-05-28,163,10,6.833666666666665,187.6008333333333
Nebraska,2020-05-29,164,1,7.894388888888887,195.4952222222222
Nebraska,2020-05-30,170,6,5.600888888888887,201.09611111111107
Nebraska,2020-05-31,170,0,5.684111111111111,206.7802222222222
Nebraska,2020-06-01,170,0,5.768944444444444,212.54916666666665
Nevada,2020-05-19,358,0,10.410000000000002,368.41
Nevada,2020-05-20,377,19,10.458777777777774,378.8687777777778
Nevada,2020-05-21,383,6,7.228666666666668,386.0974444444444
Nevada,2020-05-22,386,3,8.03172222222222,394.12916666666666
Nevada,2020-05-23,387,1,7.710555555555558,401.83972222222224
Nevada,2020-05-24,380,-7,5.443666666666667,407.2833888888889
Nevada,2020-05-25,394,14,6.048611111111114,413.332
Nevada,2020-05-26,394,0,9.582777777777784,422.9147777777778
Nevada,2020-05-27,402,8,10.57938888888889,433.4941666666667
Nevada,2020-05-28,406,4,7.947277777777782,441.44144444444447
Nevada,2020-05-29,406,0,7.682444444444442,449.1238888888889
Nevada,2020-05-30,417,11,7.323722222222224,456.44761111111114
Nevada,2020-05-31,417,0,7.333888888888891,463.78150000000005
Nevada,2020-06-01,417,0,7.116111111111113,470.8976111111112
New Hampshire,2020-05-19,172,0,8.219277777777778,180.2192777777778
New Hampshire,2020-05-20,190,18,8.63761111111111,188.8568888888889
New Hampshire,2020-05-21,199,9,9.140555555555556,197.99744444444445
New Hampshire,2020-05-22,204,5,7.2671666666666654,205.26461111111112
New Hampshire,2020-05-23,208,4,7.967277777777781,213.2318888888889
New Hampshire,2020-05-24,209,1,4.697333333333334,217.92922222222225
New Hampshire,2020-05-25,210,1,6.4831111111111115,224.41233333333335
New Hampshire,2020-05-26,214,4,8.307777777777776,232.72011111111112
New Hampshire,2020-05-27,223,9,10.155555555555555,242.8756666666667
New Hampshire,2020-05-28,232,9,6.963166666666666,249.83883333333335
New Hampshire,2020-05-29,238,6,6.955777777777777,256.7946111111111
New Hampshire,2020-05-30,238,0,7.213333333333333,264.00794444444443
New Hampshire,2020-05-31,245,7,6.099833333333331,270.10777777777776
New Hampshire,2020-06-01,245,0,6.536944444444444,276.6447222222222
New Jersey,2020-05-19,10587,148,150.67538888888896,10589.675388888889
New Jersey,2020-05-20,10749,162,166.99677777777777,10756.672166666667
